"Name","Live Bytes","Live Objects","Allocated Objects","Avg. Age","Generations"
"viper.silicon.state.terms.sorts$UserSort","205’560 B (0.9%)","8’565 (1.7%)","162’431 (20.5%)","449.1","371"
" java.lang.Object.<init> ()","205’560 B (0.9%)","8’565 (1.7%)","119’896 (15.2%)","449.1","371"
"  viper.silicon.state.terms.sorts$UserSort.<init> (viper.silicon.state.Identifier)","205’560 B (0.9%)","8’565 (1.7%)","119’896 (15.2%)","449.1","371"
"   viper.silicon.state.DefaultSymbolConverter.toSort (viper.silver.ast.Type)","205’560 B (0.9%)","8’565 (1.7%)","119’896 (15.2%)","449.1","371"
"    viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainMembers$5 (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.Type)","10’128 B (0%)","422 (0.1%)","69’323 (8.8%)","713.0","135"
"     viper.silicon.supporters.DefaultDomainsContributor$$Lambda$1329.1636271267.apply (Object)","10’128 B (0%)","422 (0.1%)","69’323 (8.8%)","713.0","135"
"      viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","10’128 B (0%)","422 (0.1%)","69’323 (8.8%)","713.0","135"
"       viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","10’128 B (0%)","422 (0.1%)","69’323 (8.8%)","713.0","135"
"        viper.silicon.supporters.DefaultDomainsTranslator.translate (scala.Function1, viper.silver.ast.Exp)","10’128 B (0%)","422 (0.1%)","69’323 (8.8%)","713.0","135"
"         viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","10’128 B (0%)","422 (0.1%)","69’323 (8.8%)","713.0","135"
"          viper.silicon.supporters.ExpressionTranslator$$Lambda$1330.626121666.apply (Object)","10’128 B (0%)","422 (0.1%)","69’323 (8.8%)","713.0","135"
"    viper.silicon.rules.evaluator$.$anonfun$eval2$28 (viper.silver.ast.DomainFuncApp, String, scala.Function3, viper.silicon.state.State, scala.collection.immutable.List, viper.silicon.verifier.Verifier)","648 B (0%)","27 (0%)","19’399 (2.5%)","0.0","1"
"     viper.silicon.rules.evaluator$$$Lambda$1517.389919810.apply (Object, Object, Object)","648 B (0%)","27 (0%)","19’399 (2.5%)","0.0","1"
"      viper.silicon.rules.evaluator$.evals2 (viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.List, scala.Function1, viper.silicon.verifier.Verifier, scala.Function3)","648 B (0%)","27 (0%)","19’399 (2.5%)","0.0","1"
"       viper.silicon.rules.evaluator$.$anonfun$evals2$1 (scala.collection.immutable.Seq, scala.collection.immutable.List, scala.Function1, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","648 B (0%)","27 (0%)","19’399 (2.5%)","0.0","1"
"        viper.silicon.rules.evaluator$$$Lambda$1518.1437829624.apply (Object, Object, Object)","648 B (0%)","27 (0%)","19’399 (2.5%)","0.0","1"
"         viper.silicon.rules.evaluator$.$anonfun$eval$1 (viper.silver.ast.Exp, int, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","648 B (0%)","27 (0%)","19’399 (2.5%)","0.0","1"
"          viper.silicon.rules.evaluator$$$Lambda$1475.556880449.apply (Object, Object, Object)","648 B (0%)","27 (0%)","19’399 (2.5%)","0.0","1"
"    viper.silicon.supporters.BuiltinDomainAwareSymbolConverter.toSort (viper.silver.ast.Type)","5’496 B (0%)","229 (0%)","7’903 (1%)","1’131.4","5"
"     viper.silicon.supporters.BuiltinDomainAwareSymbolConverter.$anonfun$toSort$1 (viper.silicon.supporters.BuiltinDomainAwareSymbolConverter, viper.silver.ast.Type)","3’744 B (0%)","156 (0%)","4’564 (0.6%)","1’136.0","5"
"      viper.silicon.supporters.BuiltinDomainAwareSymbolConverter$$Lambda$1838.194979348.apply (Object)","3’744 B (0%)","156 (0%)","4’564 (0.6%)","1’136.0","5"
"       scala.collection.Iterator$$anon$9.next ()","3’744 B (0%)","156 (0%)","4’564 (0.6%)","1’136.0","5"
"        scala.collection.immutable.List.prependedAll (scala.collection.IterableOnce)","3’744 B (0%)","156 (0%)","4’564 (0.6%)","1’136.0","5"
"         scala.collection.immutable.List$.from (scala.collection.IterableOnce)","3’744 B (0%)","156 (0%)","4’564 (0.6%)","1’136.0","5"
"          scala.collection.immutable.List$.from (scala.collection.IterableOnce)","3’744 B (0%)","156 (0%)","4’564 (0.6%)","1’136.0","5"
"     viper.silicon.state.DefaultSymbolConverter.toSort (viper.silver.ast.Type)","960 B (0%)","40 (0%)","2’010 (0.3%)","1’112.0","1"
"      viper.silicon.supporters.BuiltinDomainAwareSymbolConverter.toSort (viper.silver.ast.Type)","960 B (0%)","40 (0%)","2’010 (0.3%)","1’112.0","1"
"       viper.silicon.supporters.BuiltinDomainAwareSymbolConverter.$anonfun$toSort$1 (viper.silicon.supporters.BuiltinDomainAwareSymbolConverter, viper.silver.ast.Type)","744 B (0%)","31 (0%)","1’495 (0.2%)","1’112.0","1"
"        viper.silicon.supporters.BuiltinDomainAwareSymbolConverter$$Lambda$1838.194979348.apply (Object)","744 B (0%)","31 (0%)","1’495 (0.2%)","1’112.0","1"
"         scala.collection.Iterator$$anon$9.next ()","744 B (0%)","31 (0%)","1’495 (0.2%)","1’112.0","1"
"          scala.collection.immutable.List.prependedAll (scala.collection.IterableOnce)","744 B (0%)","31 (0%)","1’495 (0.2%)","1’112.0","1"
"       viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$translateAxiom$2 (viper.silicon.supporters.BuiltinDomainsContributor, viper.silver.ast.Type)","96 B (0%)","4 (0%)","490 (0.1%)","1’112.0","1"
"        viper.silicon.supporters.BuiltinDomainsContributor$$Lambda$1842.1013177334.apply (Object)","96 B (0%)","4 (0%)","490 (0.1%)","1’112.0","1"
"         viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","96 B (0%)","4 (0%)","490 (0.1%)","1’112.0","1"
"          viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","96 B (0%)","4 (0%)","490 (0.1%)","1’112.0","1"
"       viper.silicon.state.DefaultSymbolConverter.$anonfun$toFunction$2 (viper.silicon.state.DefaultSymbolConverter, viper.silver.ast.Type)","96 B (0%)","4 (0%)","20 (0%)","1’112.0","1"
"        viper.silicon.state.DefaultSymbolConverter$$Lambda$1323.998997461.apply (Object)","96 B (0%)","4 (0%)","20 (0%)","1’112.0","1"
"         scala.collection.immutable.List.map (scala.Function1)","96 B (0%)","4 (0%)","20 (0%)","1’112.0","1"
"          scala.collection.immutable.List.map (scala.Function1)","96 B (0%)","4 (0%)","20 (0%)","1’112.0","1"
"       viper.silicon.state.DefaultSymbolConverter.toFunction (viper.silver.ast.DomainFunc)","24 B (0%)","1 (0%)","5 (0%)","1’112.0","1"
"        viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$collectFunctions$2 (viper.silicon.supporters.BuiltinDomainsContributor, viper.silver.ast.DomainFunc)","24 B (0%)","1 (0%)","5 (0%)","1’112.0","1"
"         viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$collectFunctions$2$adapted (viper.silicon.supporters.BuiltinDomainsContributor, viper.silver.ast.DomainFunc)","24 B (0%)","1 (0%)","5 (0%)","1’112.0","1"
"          viper.silicon.supporters.BuiltinDomainsContributor$$Lambda$1839.2138359164.apply (Object)","24 B (0%)","1 (0%)","5 (0%)","1’112.0","1"
"     viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$translateAxiom$2 (viper.silicon.supporters.BuiltinDomainsContributor, viper.silver.ast.Type)","384 B (0%)","16 (0%)","1’271 (0.2%)","1’134.1","4"
"      viper.silicon.supporters.BuiltinDomainsContributor$$Lambda$1842.1013177334.apply (Object)","384 B (0%)","16 (0%)","1’271 (0.2%)","1’134.1","4"
"       viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","384 B (0%)","16 (0%)","1’271 (0.2%)","1’134.1","4"
"        viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","384 B (0%)","16 (0%)","1’271 (0.2%)","1’134.1","4"
"         viper.silicon.supporters.DefaultDomainsTranslator.translate (scala.Function1, viper.silver.ast.Exp)","384 B (0%)","16 (0%)","1’271 (0.2%)","1’134.1","4"
"          viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","384 B (0%)","16 (0%)","1’271 (0.2%)","1’134.1","4"
"     viper.silicon.state.DefaultSymbolConverter.$anonfun$toFunction$2 (viper.silicon.state.DefaultSymbolConverter, viper.silver.ast.Type)","384 B (0%)","16 (0%)","53 (0%)","1’134.1","4"
"      viper.silicon.state.DefaultSymbolConverter$$Lambda$1323.998997461.apply (Object)","384 B (0%)","16 (0%)","53 (0%)","1’134.1","4"
"       scala.collection.immutable.List.map (scala.Function1)","384 B (0%)","16 (0%)","53 (0%)","1’134.1","4"
"        scala.collection.immutable.List.map (scala.Function1)","384 B (0%)","16 (0%)","53 (0%)","1’134.1","4"
"         viper.silicon.state.DefaultSymbolConverter.toFunction (viper.silver.ast.DomainFunc)","384 B (0%)","16 (0%)","53 (0%)","1’134.1","4"
"          viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$collectFunctions$2 (viper.silicon.supporters.BuiltinDomainsContributor, viper.silver.ast.DomainFunc)","384 B (0%)","16 (0%)","53 (0%)","1’134.1","4"
"     viper.silicon.state.DefaultSymbolConverter.toFunction (viper.silver.ast.DomainFunc)","24 B (0%)","1 (0%)","5 (0%)","1’112.0","1"
"      viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$collectFunctions$2 (viper.silicon.supporters.BuiltinDomainsContributor, viper.silver.ast.DomainFunc)","24 B (0%)","1 (0%)","5 (0%)","1’112.0","1"
"       viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$collectFunctions$2$adapted (viper.silicon.supporters.BuiltinDomainsContributor, viper.silver.ast.DomainFunc)","24 B (0%)","1 (0%)","5 (0%)","1’112.0","1"
"        viper.silicon.supporters.BuiltinDomainsContributor$$Lambda$1839.2138359164.apply (Object)","24 B (0%)","1 (0%)","5 (0%)","1’112.0","1"
"         scala.collection.immutable.List.foreach (scala.Function1)","24 B (0%)","1 (0%)","5 (0%)","1’112.0","1"
"          viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$collectFunctions$1 (viper.silicon.supporters.BuiltinDomainsContributor, viper.silver.ast.Domain)","24 B (0%)","1 (0%)","5 (0%)","1’112.0","1"
"    viper.silicon.rules.executor$.exec2 (viper.silicon.state.State, viper.silver.ast.Stmt, viper.silicon.verifier.Verifier, scala.Function2)","82’728 B (0.4%)","3’447 (0.7%)","5’153 (0.7%)","149.3","127"
"     viper.silicon.rules.executor$.exec (viper.silicon.state.State, viper.silver.ast.Stmt, viper.silicon.verifier.Verifier, scala.Function2)","82’728 B (0.4%)","3’447 (0.7%)","5’153 (0.7%)","149.3","127"
"      viper.silicon.rules.executor$.execs (viper.silicon.state.State, scala.collection.immutable.Seq, viper.silicon.verifier.Verifier, scala.Function2)","82’728 B (0.4%)","3’447 (0.7%)","5’153 (0.7%)","149.3","127"
"       viper.silicon.rules.executor$.$anonfun$execs$1 (scala.collection.immutable.Seq, scala.Function2, viper.silicon.state.State, viper.silicon.verifier.Verifier)","75’888 B (0.3%)","3’162 (0.6%)","4’684 (0.6%)","138.6","119"
"        viper.silicon.rules.executor$$$Lambda$1618.54560619.apply (Object, Object)","75’888 B (0.3%)","3’162 (0.6%)","4’684 (0.6%)","138.6","119"
"       viper.silicon.rules.executor$.exec (viper.silicon.state.State, viper.silver.cfg.Block, scala.Enumeration.Value, viper.silicon.verifier.Verifier, scala.Function2)","6’840 B (0%)","285 (0.1%)","469 (0.1%)","267.8","115"
"        viper.silicon.rules.executor$.exec (viper.silicon.state.State, viper.silver.cfg.silver.SilverCfg, viper.silicon.verifier.Verifier, scala.Function2)","6’840 B (0%)","285 (0.1%)","469 (0.1%)","267.8","115"
"    viper.silicon.state.DefaultSymbolConverter.$anonfun$toFunction$2 (viper.silicon.state.DefaultSymbolConverter, viper.silver.ast.Type)","6’960 B (0%)","290 (0.1%)","3’702 (0.5%)","448.6","37"
"     viper.silicon.state.DefaultSymbolConverter$$Lambda$1323.998997461.apply (Object)","6’960 B (0%)","290 (0.1%)","3’702 (0.5%)","448.6","37"
"      scala.collection.immutable.List.map (scala.Function1)","6’960 B (0%)","290 (0.1%)","3’702 (0.5%)","448.6","37"
"       scala.collection.immutable.List.map (scala.Function1)","6’960 B (0%)","290 (0.1%)","3’702 (0.5%)","448.6","37"
"        viper.silicon.state.DefaultSymbolConverter.toFunction (viper.silver.ast.DomainFunc)","6’960 B (0%)","290 (0.1%)","3’702 (0.5%)","448.6","37"
"         viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainMembers$2 (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.DomainFunc)","6’960 B (0%)","290 (0.1%)","3’702 (0.5%)","448.6","37"
"          viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainMembers$2$adapted (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.DomainFunc)","6’960 B (0%)","290 (0.1%)","3’702 (0.5%)","448.6","37"
"    viper.silicon.decider.DefaultDeciderProvider$decider$.fresh (viper.silver.ast.AbstractLocalVar)","41’592 B (0.2%)","1’733 (0.4%)","3’375 (0.4%)","892.7","173"
"     viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.$anonfun$verify$7 (viper.silicon.supporters.DefaultMethodVerificationUnitProvider.methodSupporter., viper.silver.ast.LocalVar)","18’960 B (0.1%)","790 (0.2%)","1’069 (0.1%)","904.4","161"
"      viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$$$Lambda$1596.524607762.apply (Object)","18’960 B (0.1%)","790 (0.2%)","1’069 (0.1%)","904.4","161"
"       scala.collection.immutable.List.map (scala.Function1)","18’960 B (0.1%)","790 (0.2%)","1’069 (0.1%)","904.4","161"
"        scala.collection.immutable.List.map (scala.Function1)","18’960 B (0.1%)","790 (0.2%)","1’069 (0.1%)","904.4","161"
"         viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.verify (viper.silicon.state.State, viper.silver.ast.Method)","18’960 B (0.1%)","790 (0.2%)","1’069 (0.1%)","904.4","161"
"          viper.silicon.verifier.DefaultMasterVerifier.$anonfun$verify$6 (viper.silicon.verifier.DefaultMasterVerifier, viper.silicon.state.State, viper.silver.ast.Method, viper.silicon.verifier.SlaveVerifier)","18’960 B (0.1%)","790 (0.2%)","1’069 (0.1%)","904.4","161"
"     viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.$anonfun$verify$4 (viper.silicon.supporters.DefaultMethodVerificationUnitProvider.methodSupporter., viper.silver.ast.LocalVar)","18’096 B (0.1%)","754 (0.2%)","1’045 (0.1%)","900.5","155"
"      viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$$$Lambda$1593.225157518.apply (Object)","18’096 B (0.1%)","754 (0.2%)","1’045 (0.1%)","900.5","155"
"       scala.collection.immutable.List.map (scala.Function1)","18’096 B (0.1%)","754 (0.2%)","1’045 (0.1%)","900.5","155"
"        scala.collection.immutable.List.map (scala.Function1)","18’096 B (0.1%)","754 (0.2%)","1’045 (0.1%)","900.5","155"
"         viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.verify (viper.silicon.state.State, viper.silver.ast.Method)","18’096 B (0.1%)","754 (0.2%)","1’045 (0.1%)","900.5","155"
"          viper.silicon.verifier.DefaultMasterVerifier.$anonfun$verify$6 (viper.silicon.verifier.DefaultMasterVerifier, viper.silicon.state.State, viper.silver.ast.Method, viper.silicon.verifier.SlaveVerifier)","18’096 B (0.1%)","754 (0.2%)","1’045 (0.1%)","900.5","155"
"     viper.silicon.rules.executor$.$anonfun$exec2$29 (viper.silicon.verifier.Verifier, viper.silver.ast.LocalVar)","1’872 B (0%)","78 (0%)","79 (0%)","1’148.0","27"
"      viper.silicon.rules.executor$$$Lambda$1695.173639489.apply (Object)","1’872 B (0%)","78 (0%)","79 (0%)","1’148.0","27"
"       scala.collection.immutable.List.map (scala.Function1)","1’872 B (0%)","78 (0%)","79 (0%)","1’148.0","27"
"        scala.collection.immutable.List.map (scala.Function1)","1’872 B (0%)","78 (0%)","79 (0%)","1’148.0","27"
"         viper.silicon.rules.executor$.$anonfun$exec2$27 (viper.silicon.MethodCallRecord, viper.silver.ast.Method, viper.silicon.state.State, viper.silver.verifier.PartialVerificationError, scala.collection.immutable.Seq, int, scala.Function2, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","1’872 B (0%)","78 (0%)","79 (0%)","1’148.0","27"
"     viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.$anonfun$verify$5 (viper.silicon.supporters.DefaultMethodVerificationUnitProvider.methodSupporter., viper.silver.ast.LocalVar)","576 B (0%)","24 (0%)","24 (0%)","1’090.2","14"
"      viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$$$Lambda$1594.685988097.apply (Object)","576 B (0%)","24 (0%)","24 (0%)","1’090.2","14"
"       scala.collection.immutable.List.map (scala.Function1)","576 B (0%)","24 (0%)","24 (0%)","1’090.2","14"
"        scala.collection.immutable.List.map (scala.Function1)","576 B (0%)","24 (0%)","24 (0%)","1’090.2","14"
"         viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.verify (viper.silicon.state.State, viper.silver.ast.Method)","576 B (0%)","24 (0%)","24 (0%)","1’090.2","14"
"          viper.silicon.verifier.DefaultMasterVerifier.$anonfun$verify$6 (viper.silicon.verifier.DefaultMasterVerifier, viper.silicon.state.State, viper.silver.ast.Method, viper.silicon.verifier.SlaveVerifier)","576 B (0%)","24 (0%)","24 (0%)","1’090.2","14"
"     viper.silicon.rules.executor$.$anonfun$exec$3 (viper.silicon.verifier.Verifier, scala.collection.immutable.ListMap, viper.silver.ast.LocalVar)","240 B (0%)","10 (0%)","10 (0%)","1’040.8","5"
"      viper.silicon.rules.executor$$$Lambda$1715.1687942865.apply (Object, Object)","240 B (0%)","10 (0%)","10 (0%)","1’040.8","5"
"       scala.collection.LinearSeqOps.foldLeft (Object, scala.Function2)","240 B (0%)","10 (0%)","10 (0%)","1’040.8","5"
"        scala.collection.LinearSeqOps.foldLeft$ (scala.collection.LinearSeqOps, Object, scala.Function2)","240 B (0%)","10 (0%)","10 (0%)","1’040.8","5"
"         scala.collection.immutable.List.foldLeft (Object, scala.Function2)","240 B (0%)","10 (0%)","10 (0%)","1’040.8","5"
"          viper.silicon.rules.executor$.exec (viper.silicon.state.State, viper.silver.cfg.Block, scala.Enumeration.Value, viper.silicon.verifier.Verifier, scala.Function2)","240 B (0%)","10 (0%)","10 (0%)","1’040.8","5"
"    viper.silicon.state.DefaultSymbolConverter.toFunction (viper.silver.ast.DomainFunc)","7’632 B (0%)","318 (0.1%)","3’018 (0.4%)","788.3","136"
"     viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainMembers$2 (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.DomainFunc)","7’632 B (0%)","318 (0.1%)","3’018 (0.4%)","788.3","136"
"      viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainMembers$2$adapted (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.DomainFunc)","7’632 B (0%)","318 (0.1%)","3’018 (0.4%)","788.3","136"
"       viper.silicon.supporters.DefaultDomainsContributor$$Lambda$1321.1375593203.apply (Object)","7’632 B (0%)","318 (0.1%)","3’018 (0.4%)","788.3","136"
"        scala.collection.immutable.List.foreach (scala.Function1)","7’632 B (0%)","318 (0.1%)","3’018 (0.4%)","788.3","136"
"         viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainMembers$1 (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.Domain)","7’632 B (0%)","318 (0.1%)","3’018 (0.4%)","788.3","136"
"          viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainMembers$1$adapted (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.Domain)","7’632 B (0%)","318 (0.1%)","3’018 (0.4%)","788.3","136"
"    <Unknown>","2’112 B (0%)","88 (0%)","1’982 (0.3%)","568.5","16"
"     viper.silicon.supporters.qps.PredicateSnapGenerator$$anonfun$setup$1$$Lambda$2255.406219897.apply (Object)","192 B (0%)","8 (0%)","834 (0.1%)","759.0","4"
"      scala.collection.immutable.List.map (scala.Function1)","192 B (0%)","8 (0%)","834 (0.1%)","759.0","4"
"       scala.collection.immutable.List.map (scala.Function1)","192 B (0%)","8 (0%)","834 (0.1%)","759.0","4"
"    viper.silicon.rules.executor$.ssaifyRhs (viper.silicon.state.terms.Term, String, viper.silver.ast.Type, viper.silicon.verifier.Verifier)","24’744 B (0.1%)","1’031 (0.2%)","1’778 (0.2%)","244.0","116"
"     viper.silicon.rules.executor$.$anonfun$exec2$3 (viper.silver.ast.LocalVar, viper.silicon.verifier.Verifier, scala.Function2, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","24’744 B (0.1%)","1’031 (0.2%)","1’778 (0.2%)","244.0","116"
"    viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainSorts$3 (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.DomainType)","2’640 B (0%)","110 (0%)","1’615 (0.2%)","475.7","25"
"     viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainSorts$3$adapted (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.DomainType)","2’640 B (0%)","110 (0%)","1’615 (0.2%)","475.7","25"
"      viper.silicon.supporters.DefaultDomainsContributor$$Lambda$1318.649898608.apply (Object)","2’640 B (0%)","110 (0%)","1’615 (0.2%)","475.7","25"
"       scala.collection.immutable.HashSet.foreach (scala.Function1)","1’656 B (0%)","69 (0%)","1’004 (0.1%)","604.6","24"
"        viper.silicon.supporters.DefaultDomainsContributor.collectDomainSorts (scala.collection.Iterable)","1’656 B (0%)","69 (0%)","1’004 (0.1%)","604.6","24"
"         viper.silicon.supporters.DefaultDomainsContributor.analyze (viper.silver.ast.Program)","1’656 B (0%)","69 (0%)","1’004 (0.1%)","604.6","24"
"          viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$1 (viper.silver.ast.Program, viper.silicon.interfaces.PreambleContributor)","1’656 B (0%)","69 (0%)","1’004 (0.1%)","604.6","24"
"       scala.collection.immutable.BitmapIndexedSetNode.foreach (scala.Function1)","960 B (0%)","40 (0%)","560 (0.1%)","233.5","7"
"        scala.collection.immutable.HashSet.foreach (scala.Function1)","960 B (0%)","40 (0%)","560 (0.1%)","233.5","7"
"         viper.silicon.supporters.DefaultDomainsContributor.collectDomainSorts (scala.collection.Iterable)","960 B (0%)","40 (0%)","560 (0.1%)","233.5","7"
"          viper.silicon.supporters.DefaultDomainsContributor.analyze (viper.silver.ast.Program)","960 B (0%)","40 (0%)","560 (0.1%)","233.5","7"
"       scala.collection.immutable.Set$Set1.foreach (scala.Function1)","24 B (0%)","1 (0%)","51 (0%)","1’267.0","1"
"        viper.silicon.supporters.DefaultDomainsContributor.collectDomainSorts (scala.collection.Iterable)","24 B (0%)","1 (0%)","51 (0%)","1’267.0","1"
"         viper.silicon.supporters.DefaultDomainsContributor.analyze (viper.silver.ast.Program)","24 B (0%)","1 (0%)","51 (0%)","1’267.0","1"
"          viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$1 (viper.silver.ast.Program, viper.silicon.interfaces.PreambleContributor)","24 B (0%)","1 (0%)","51 (0%)","1’267.0","1"
"    viper.silicon.state.DefaultSymbolConverter.$anonfun$toFunction$7 (viper.silicon.state.DefaultSymbolConverter, viper.silver.ast.Type)","528 B (0%)","22 (0%)","593 (0.1%)","737.1","17"
"     viper.silicon.state.DefaultSymbolConverter$$Lambda$1359.379442039.apply (Object)","528 B (0%)","22 (0%)","593 (0.1%)","737.1","17"
"      scala.collection.immutable.List.map (scala.Function1)","528 B (0%)","22 (0%)","593 (0.1%)","737.1","17"
"       scala.collection.immutable.List.map (scala.Function1)","528 B (0%)","22 (0%)","593 (0.1%)","737.1","17"
"        viper.silicon.state.DefaultSymbolConverter.toFunction (viper.silver.ast.Function)","528 B (0%)","22 (0%)","593 (0.1%)","737.1","17"
"         viper.silicon.supporters.functions.FunctionData.<init> (viper.silver.ast.Function, int, scala.collection.immutable.ListSet, viper.silver.ast.Program, viper.silicon.state.SymbolConverter, viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silicon.state.IdentifierFactory, scala.Function1, viper.silicon.Config, viper.silver.plugin.PluginAwareReporter)","528 B (0%)","22 (0%)","593 (0.1%)","737.1","17"
"          viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$analyze$2 (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., viper.silver.ast.Program, scala.Tuple2)","528 B (0%)","22 (0%)","593 (0.1%)","737.1","17"
"    viper.silicon.supporters.functions.FunctionData.$anonfun$formalArgs$2 (viper.silicon.supporters.functions.FunctionData, scala.Tuple2)","1’176 B (0%)","49 (0%)","593 (0.1%)","935.2","26"
"     viper.silicon.supporters.functions.FunctionData$$Lambda$1362.65168487.apply (Object)","1’176 B (0%)","49 (0%)","593 (0.1%)","935.2","26"
"      scala.collection.immutable.List.map (scala.Function1)","1’176 B (0%)","49 (0%)","593 (0.1%)","935.2","26"
"       scala.collection.immutable.List.map (scala.Function1)","1’176 B (0%)","49 (0%)","593 (0.1%)","935.2","26"
"        viper.silicon.supporters.functions.FunctionData.<init> (viper.silver.ast.Function, int, scala.collection.immutable.ListSet, viper.silver.ast.Program, viper.silicon.state.SymbolConverter, viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silicon.state.IdentifierFactory, scala.Function1, viper.silicon.Config, viper.silver.plugin.PluginAwareReporter)","1’176 B (0%)","49 (0%)","593 (0.1%)","935.2","26"
"         viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$analyze$2 (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., viper.silver.ast.Program, scala.Tuple2)","1’176 B (0%)","49 (0%)","593 (0.1%)","935.2","26"
"          viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$$$Lambda$1354.2027018661.apply (Object)","1’176 B (0%)","49 (0%)","593 (0.1%)","935.2","26"
"    viper.silicon.rules.evaluator$.$anonfun$evalQuantified$2 (viper.silicon.verifier.Verifier, viper.silver.ast.LocalVar)","11’544 B (0.1%)","481 (0.1%)","486 (0.1%)","158.9","17"
"     viper.silicon.rules.evaluator$$$Lambda$1893.2046596891.apply (Object)","11’544 B (0.1%)","481 (0.1%)","486 (0.1%)","158.9","17"
"      scala.collection.immutable.List.map (scala.Function1)","11’544 B (0.1%)","481 (0.1%)","486 (0.1%)","158.9","17"
"       scala.collection.immutable.List.map (scala.Function1)","11’544 B (0.1%)","481 (0.1%)","486 (0.1%)","158.9","17"
